source,target,relation,confidence,weight,source_file
paper_0003_slam_splatam_splat_track_map_3d_gaussians_for_dense_rgb_d_slam,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,"0003_[SLAM]_SplaTAM Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM.md"
paper_0003_slam_splatam_splat_track_map_3d_gaussians_for_dense_rgb_d_slam,metric_iou,evaluates_with,EXTRACTED,1.0,"0003_[SLAM]_SplaTAM Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM.md"
paper_0003_slam_splatam_splat_track_map_3d_gaussians_for_dense_rgb_d_slam,metric_lpips,evaluates_with,EXTRACTED,1.0,"0003_[SLAM]_SplaTAM Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM.md"
paper_0003_slam_splatam_splat_track_map_3d_gaussians_for_dense_rgb_d_slam,metric_psnr,evaluates_with,EXTRACTED,1.0,"0003_[SLAM]_SplaTAM Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM.md"
paper_0003_slam_splatam_splat_track_map_3d_gaussians_for_dense_rgb_d_slam,metric_spl,evaluates_with,EXTRACTED,1.0,"0003_[SLAM]_SplaTAM Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM.md"
paper_0003_slam_splatam_splat_track_map_3d_gaussians_for_dense_rgb_d_slam,metric_ssim,evaluates_with,EXTRACTED,1.0,"0003_[SLAM]_SplaTAM Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM.md"
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,category_slam,belongs_to,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,concept_imu_integration,references,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,concept_navigation,references,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,concept_nerf,references,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,concept_reconstruction,references,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,concept_slam,references,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,dataset_gibson,shares_data_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,dataset_replica,shares_data_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,dataset_scannet,shares_data_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,dataset_tum_rgbd,shares_data_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_accuracy,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_ate,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_iou,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_lpips,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_psnr,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_recall,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_spl,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0004_slam_gaussian_slam_photo_realistic_dense_slam_with_gaussian_splatting,metric_ssim,evaluates_with,EXTRACTED,1.0,0004_[SLAM]_Gaussian-SLAM Photo-realistic Dense SLAM with Gaussian Splatting.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,category_slam,belongs_to,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,concept_imu_integration,references,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,concept_nerf,references,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,concept_reconstruction,references,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,concept_semantic_mapping,references,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,concept_slam,references,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,dataset_replica,shares_data_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,dataset_scannet,shares_data_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_accuracy,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_ate,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_iou,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_lpips,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_psnr,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_spl,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0005_slam_sgs_slam_semantic_gaussian_splatting_for_neural_dense_slam,metric_ssim,evaluates_with,EXTRACTED,1.0,0005_[SLAM]_SGS-SLAM Semantic Gaussian Splatting For Neural Dense SLAM.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,category_slam,belongs_to,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_imu_integration,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_navigation,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_nerf,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_reconstruction,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_semantic_mapping,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,concept_slam,references,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,dataset_replica,shares_data_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,dataset_scannet,shares_data_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,dataset_tum_rgbd,shares_data_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_accuracy,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_ate,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_iou,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_lpips,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_psnr,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_spl,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0006_slam_neds_slam_a_novel_neural_explicit_dense_semantic_slam_framework_using,metric_ssim,evaluates_with,EXTRACTED,1.0,0006_[SLAM]_NEDS-SLAM A Novel Neural Explicit Dense Semantic SLAM Framework using.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,category_slam,belongs_to,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,concept_imu_integration,references,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,concept_navigation,references,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,concept_nerf,references,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,concept_reconstruction,references,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,concept_slam,references,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_accuracy,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_ate,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_iou,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_lpips,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_psnr,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_spl,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0007_slam_endogslam_real_time_dense_reconstruction_and_tracking_in_endoscopic_su,metric_ssim,evaluates_with,EXTRACTED,1.0,0007_[SLAM]_EndoGSLAM Real-Time Dense Reconstruction and Tracking in Endoscopic Su.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,category_slam,belongs_to,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_imu_integration,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_navigation,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_nerf,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_reconstruction,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_slam,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,concept_visual_localization,references,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,dataset_replica,shares_data_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,dataset_scannet,shares_data_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,dataset_tum_rgbd,shares_data_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,metric_accuracy,evaluates_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,metric_ate,evaluates_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,metric_ate_rmse,evaluates_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
paper_0008_slam_cg_slam_efficient_dense_rgb_d_slam_in_a_consistent_uncertainty_aware,metric_chamfer,evaluates_with,EXTRACTED,1.0,0008_[SLAM]_CG-SLAM Efficient Dense RGB-D SLAM in a Consistent Uncertainty-aware.md
